recall_at_3,recall_at_5,recall_at_10,mrr,ndcg_at_5,ndcg_at_10,map,query_id,latency_ms
1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,0.5,729,7589.554200007115
1.0,1.0,1.0,1.0,1.0,1.0,1.0,742,7472.745000006398
1.0,1.0,1.0,1.0,1.0,1.0,1.0,743,7452.465999987908
1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,0.5,744,7631.937900005141
0.0,0.0,1.0,0.16666666666666666,0.0,0.3562071871080222,0.16666666666666666,756,7508.191100001568
1.0,1.0,1.0,1.0,1.0,1.0,1.0,759,7527.641199994832
0.0,0.0,0.0,0.0,0.0,0.0,0.0,768,7797.962299984647
1.0,1.0,1.0,1.0,1.0,1.0,1.0,770,7710.400499985553
0.0,0.0,0.0,0.0,0.0,0.0,0.0,775,7528.450399986468
1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,0.5,781,7578.626000002259
0.0,0.0,0.0,0.0,0.0,0.0,0.0,783,7678.269399999408
1.0,1.0,1.0,0.3333333333333333,0.5,0.5,0.3333333333333333,784,7577.707299991744
0.0,0.0,1.0,0.14285714285714285,0.0,0.3333333333333333,0.14285714285714285,785,7581.688999984181
1.0,1.0,1.0,1.0,1.0,1.0,1.0,793,7511.913099995581
0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,800,7786.691999994218
1.0,1.0,1.0,1.0,1.0,1.0,1.0,805,7517.761700000847
1.0,1.0,1.0,1.0,1.0,1.0,1.0,808,7649.9441000050865
1.0,1.0,1.0,1.0,1.0,1.0,1.0,811,7508.694299991475
1.0,1.0,1.0,1.0,1.0,1.0,1.0,814,7679.695400001947
0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091,820,7485.765699995682
0.0,0.0,0.0,0.0,0.0,0.0,0.0,821,7427.025799988769
1.0,1.0,1.0,1.0,1.0,1.0,1.0,823,7522.417400003178
0.0,0.0,1.0,0.14285714285714285,0.0,0.3333333333333333,0.14285714285714285,830,7465.915999986464
0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,831,7570.804000017233
1.0,1.0,1.0,1.0,1.0,1.0,1.0,832,7502.3849999997765
0.0,0.0,1.0,0.14285714285714285,0.0,0.3333333333333333,0.14285714285714285,834,7689.54500000109
1.0,1.0,1.0,1.0,1.0,1.0,1.0,837,7573.433400015347
1.0,1.0,1.0,0.3333333333333333,0.5,0.5,0.3333333333333333,839,7643.773999996483
1.0,1.0,1.0,1.0,1.0,1.0,1.0,845,7567.10829999065
1.0,1.0,1.0,1.0,1.0,1.0,1.0,847,7547.862000006717
1.0,1.0,1.0,1.0,1.0,1.0,1.0,852,7537.047900026664
1.0,1.0,1.0,0.3333333333333333,0.5,0.5,0.3333333333333333,859,7715.400400018552
0.0,0.0,0.0,0.0,0.0,0.0,0.0,870,7510.791999986395
0.0,0.0,0.0,0.0,0.0,0.0,0.0,873,7691.356700001052
1.0,1.0,1.0,1.0,1.0,1.0,1.0,879,7601.445700012846
1.0,1.0,1.0,1.0,1.0,1.0,1.0,880,7489.118700003019
1.0,1.0,1.0,1.0,1.0,1.0,1.0,882,7485.492799984058
0.0,0.0,0.0,0.0,0.0,0.0,0.0,887,7473.043700010749
1.0,1.0,1.0,1.0,1.0,1.0,1.0,903,7730.416800011881
1.0,1.0,1.0,1.0,1.0,1.0,1.0,904,7991.922200017143
0.0,1.0,1.0,0.2,0.38685280723454163,0.38685280723454163,0.2,907,7648.019199987175
1.0,1.0,1.0,1.0,1.0,1.0,1.0,911,7547.7544000023045
0.0,0.0,0.0,0.0,0.0,0.0,0.0,913,7497.39450000925
0.0,0.0,0.0,0.0,0.0,0.0,0.0,914,7890.294999990147
1.0,1.0,1.0,1.0,1.0,1.0,1.0,921,7520.6623999984
1.0,1.0,1.0,1.0,1.0,1.0,1.0,922,7486.329600011231
1.0,1.0,1.0,1.0,1.0,1.0,1.0,936,7424.657900002785
1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,0.5,956,7541.969100013375
1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,0.5,957,7464.437900023768
1.0,1.0,1.0,1.0,1.0,1.0,1.0,960,7467.873799992958
1.0,1.0,1.0,1.0,1.0,1.0,1.0,967,7494.643200014252
0.25,0.75,1.0,1.0,0.7095272044910244,0.8326783988613894,0.65,971,7931.680200010305
0.0,0.0,0.0,0.0,0.0,0.0,0.0,975,7501.103199989302
1.0,1.0,1.0,1.0,1.0,1.0,1.0,982,7518.221899983473
1.0,1.0,1.0,1.0,1.0,1.0,1.0,985,7507.325099984882
1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,0.5,993,7463.4684000047855
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1012,7456.286900007399
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1014,7554.390500008594
1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,0.5,1019,7610.333599994192
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1020,7713.396199978888
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1021,7511.397199996281
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1024,7529.845099983504
0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,0.7653606369886217,0.75,1029,7582.173200004036
0.0,0.0,0.5,0.1111111111111111,0.0,0.18457569677956817,0.1111111111111111,1041,7558.759900013683
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1049,7821.547100000316
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1062,7525.399499980267
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1086,7688.080599997193
0.0,1.0,1.0,0.2,0.38685280723454163,0.38685280723454163,0.2,1088,7491.701799997827
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1089,7542.628700000932
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1099,7500.783600000432
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100,7506.906099995831
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1104,7552.5644999870565
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1107,7554.016600013711
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110,7530.262899992522
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1121,7518.319700000575
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1130,7964.115099981427
0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.02631578947368421,1132,7457.554799999343
0.0,0.0,1.0,0.14285714285714285,0.0,0.3333333333333333,0.14285714285714285,1137,7489.878799999133
1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,0.5,1140,7482.834299997194
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1144,7548.483099992154
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1146,7612.033400015207
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1150,7656.2588000088
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1163,7904.967299982673
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1175,7470.367300004
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1179,7514.659300009953
1.0,1.0,1.0,0.3333333333333333,0.5,0.5,0.3333333333333333,1180,7596.2558000173885
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1185,7607.7145000163
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1187,7585.721300012665
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1191,7945.135999994818
0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,1194,7605.615700013004
0.0,0.0,1.0,0.125,0.0,0.31546487678572877,0.125,1196,7560.681400005706
0.0,1.0,1.0,0.25,0.43067655807339306,0.43067655807339306,0.25,1197,7489.002999995137
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1199,7502.50590001815
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200,7840.375700005097
0.0,0.0,1.0,0.14285714285714285,0.0,0.3333333333333333,0.14285714285714285,1202,7875.346799992258
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1204,7949.21570000588
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1207,7530.140799994115
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1213,7590.84979997715
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1216,7556.371599988779
0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,1221,7623.23880000622
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1225,7605.03289999906
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1226,7532.737900008215
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1232,7592.302200006088
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1241,7497.631600010209
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1245,7662.701099994592
1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,0.5,1259,7668.232399999397
1.0,1.0,1.0,0.3333333333333333,0.5,0.5,0.3333333333333333,1262,7495.387000002665
1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,0.5,1266,7575.028100021882
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1270,7530.893999995897
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1271,7486.183500004699
0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,1272,7627.384200022789
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1273,7557.471300009638
0.6666666666666666,1.0,1.0,1.0,0.9469024295259745,0.9469024295259745,0.8666666666666667,1274,7486.797699995805
0.0,0.0,1.0,0.125,0.0,0.31546487678572877,0.125,1278,7535.763099993346
0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091,1279,7511.478999978863
0.0,1.0,1.0,0.2,0.38685280723454163,0.38685280723454163,0.2,1280,7494.634800008498
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1281,7466.847500007134
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1282,7499.273900000844
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1290,7703.745500009973
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1292,7509.326700004749
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1298,7659.034799988149
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1303,7443.759099987801
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1316,7502.765999990515
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1319,7559.49720001081
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1320,7445.314200012945
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1332,7521.702700003516
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1335,7563.573799998267
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1336,7521.01099997526
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1337,7511.902900005225
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1339,7723.957300011534
1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,0.5,1344,7590.562800003681
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1352,8558.439999993425
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1359,7576.773599983426
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1362,7468.946900014998
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1363,7585.25569998892
0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.05555555555555555,1368,7498.951899993699
0.0,1.0,1.0,0.2,0.38685280723454163,0.38685280723454163,0.2,1370,7534.905500011519
0.5,0.5,1.0,1.0,0.5855700749881525,0.8285418996677884,0.6238095238095237,1379,7490.658599999733
0.0,0.0,1.0,0.1,0.0,0.2890648263178879,0.1,1382,7551.141000003554
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1385,7492.027900007088
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1389,7500.78349999967
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1395,7498.447699996177
