query_id,recall_at_3,recall_at_5,recall_at_10,mrr,ndcg_at_5,ndcg_at_10,map
1290,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1292,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1298,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1303,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1316,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1319,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1320,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,0.5
1332,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1335,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1336,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1337,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,0.5
1339,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1344,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,0.5
1352,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1359,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1362,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1363,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1368,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1370,0.0,0.0,1.0,0.1111111111111111,0.0,0.3010299956639812,0.1111111111111111
1379,0.75,1.0,1.0,1.0,1.0,1.0,1.0
1382,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1385,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,0.5
1389,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1395,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,0.3333333333333333
