query_id,recall_at_3,recall_at_5,recall_at_10,mrr,ndcg_at_5,ndcg_at_10,map,latency_ms
1319,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8923.991399991792
1320,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9870.899800007464
1332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9169.821900009993
1335,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9269.28659999976
1336,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9553.289700008463
1337,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9911.043100000825
1339,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9116.02019998827
1344,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,0.5,9245.693299992126
1352,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9183.198400001856
1359,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9620.021399998222
1362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9238.275499999872
1363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9492.821899999399
1368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9132.64049999998
1370,0.0,0.0,1.0,0.125,0.0,0.31546487678572877,0.125,9230.064100003801
1379,0.5,0.5,1.0,1.0,0.5855700749881525,0.838847952689218,0.6488095238095237,9483.612099997117
1382,0.0,0.0,1.0,0.125,0.0,0.31546487678572877,0.125,9065.454600000521
1385,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9289.366799988784
1389,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9118.121099993004
1395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9271.727200000896
